age,job,marital,education,balance,housing,loan,contact,campaign,previous,poutcome,subscribed
51,technician,divorced,tertiary,32006,no,no,telephone,28,0,success,yes
58,unemployed,married,tertiary,53864,no,no,cellular,5,4,nonexistent,no
39,student,divorced,unknown,91060,yes,yes,telephone,12,4,success,no
41,entrepreneur,married,unknown,-1260,no,no,telephone,44,4,nonexistent,yes
66,admin,single,primary,91995,no,yes,cellular,45,0,success,yes
54,technician,divorced,unknown,75860,yes,no,cellular,29,3,nonexistent,no
61,unemployed,married,secondary,29099,no,no,telephone,26,0,nonexistent,yes
18,services,married,primary,7727,no,no,telephone,29,4,failure,no
27,self-employed,single,secondary,63904,yes,no,telephone,29,1,nonexistent,no
60,retired,single,primary,24533,yes,yes,telephone,14,3,failure,yes
33,admin,married,secondary,28408,yes,yes,cellular,36,2,failure,yes
63,admin,single,unknown,63305,yes,no,cellular,35,0,success,no
25,admin,single,unknown,13038,no,yes,telephone,49,3,failure,no
73,blue-collar,divorced,tertiary,48799,yes,no,cellular,8,3,nonexistent,yes
66,admin,married,secondary,73759,yes,yes,telephone,16,4,success,no
42,student,divorced,tertiary,47061,no,no,telephone,43,3,nonexistent,yes
67,unemployed,single,primary,24254,yes,yes,telephone,5,0,failure,yes
29,self-employed,married,secondary,24722,yes,yes,telephone,16,1,failure,no
42,student,single,tertiary,17208,yes,yes,cellular,41,3,failure,no
34,student,single,primary,58640,no,yes,telephone,13,0,failure,yes
43,retired,married,secondary,84090,no,no,cellular,8,4,nonexistent,no
63,self-employed,single,tertiary,53061,no,yes,telephone,26,3,nonexistent,yes
65,retired,divorced,secondary,18165,no,yes,cellular,5,2,success,yes
31,admin,married,secondary,91476,yes,yes,telephone,9,2,success,yes
58,admin,single,tertiary,17512,no,yes,cellular,38,1,nonexistent,no
53,student,single,unknown,73000,no,yes,telephone,2,4,nonexistent,yes
74,student,single,unknown,-21,yes,yes,telephone,7,0,failure,no
40,admin,married,tertiary,91809,no,yes,telephone,30,3,failure,yes
60,management,divorced,primary,4612,no,no,cellular,17,0,success,no
23,unemployed,single,tertiary,24763,no,no,cellular,44,2,success,yes
64,blue-collar,single,tertiary,4022,no,no,cellular,31,4,success,yes
22,technician,single,secondary,57750,no,yes,telephone,1,0,nonexistent,no
60,services,married,unknown,73304,yes,yes,telephone,28,3,success,no
42,entrepreneur,single,unknown,26055,yes,no,cellular,30,4,nonexistent,yes
35,self-employed,single,unknown,58889,yes,no,telephone,47,3,nonexistent,no
30,retired,single,unknown,71368,no,no,telephone,31,3,success,yes
60,self-employed,married,tertiary,15639,yes,yes,cellular,24,4,nonexistent,no
31,admin,divorced,secondary,59032,yes,no,cellular,31,4,nonexistent,no
45,technician,married,unknown,-1701,no,no,telephone,11,3,success,no
35,entrepreneur,divorced,unknown,82962,yes,yes,cellular,42,2,success,yes
74,student,divorced,secondary,94190,yes,no,telephone,16,3,success,yes
45,student,married,tertiary,81200,no,no,telephone,9,4,success,yes
68,retired,single,tertiary,11028,yes,yes,telephone,30,1,failure,no
73,unemployed,divorced,tertiary,23437,yes,yes,cellular,12,0,failure,no
44,services,single,unknown,2589,no,no,telephone,47,3,failure,yes
49,unemployed,divorced,unknown,71669,no,no,cellular,16,0,success,no
64,technician,single,unknown,60645,no,no,cellular,33,3,failure,yes
26,unemployed,single,tertiary,57917,no,no,cellular,6,3,success,no
57,retired,married,unknown,78995,no,yes,telephone,45,1,failure,no
49,entrepreneur,single,primary,17168,no,yes,cellular,1,4,nonexistent,no
37,entrepreneur,divorced,secondary,61845,no,yes,telephone,13,2,success,no
45,entrepreneur,single,primary,70934,yes,yes,telephone,37,4,failure,yes
50,student,single,primary,21092,no,yes,cellular,35,0,failure,yes
21,management,single,unknown,10377,no,yes,cellular,44,0,success,no
63,technician,divorced,secondary,72839,yes,no,cellular,26,3,nonexistent,yes
74,services,divorced,primary,89168,no,no,telephone,42,4,failure,yes
51,technician,divorced,tertiary,44635,no,no,telephone,9,1,success,yes
65,technician,single,tertiary,98604,no,yes,cellular,17,2,failure,yes
20,unemployed,married,tertiary,53402,yes,no,telephone,38,4,nonexistent,no
43,blue-collar,divorced,tertiary,87889,yes,yes,cellular,46,3,success,no
25,technician,single,secondary,78801,yes,yes,telephone,35,0,failure,no
23,retired,divorced,tertiary,80433,yes,yes,telephone,25,4,failure,yes
33,blue-collar,married,secondary,6312,no,yes,cellular,7,0,success,yes
41,management,single,secondary,82767,yes,yes,cellular,41,3,nonexistent,yes
65,retired,divorced,secondary,60263,yes,no,telephone,47,0,failure,no
56,technician,divorced,secondary,31885,yes,yes,telephone,31,3,nonexistent,yes
47,self-employed,married,unknown,55848,no,no,cellular,32,2,success,no
62,student,divorced,primary,61494,yes,yes,telephone,48,1,failure,yes
30,unemployed,single,unknown,41951,no,no,cellular,19,0,failure,yes
22,admin,single,primary,38629,no,no,cellular,17,4,nonexistent,no
42,services,married,unknown,33006,no,no,telephone,6,2,nonexistent,no
37,services,married,tertiary,77567,yes,no,cellular,25,1,nonexistent,no
71,retired,married,secondary,65969,no,no,cellular,33,4,success,yes
35,services,single,tertiary,23378,no,yes,cellular,19,4,nonexistent,yes
64,blue-collar,married,tertiary,21393,yes,no,cellular,15,3,failure,yes
35,entrepreneur,divorced,tertiary,5166,yes,yes,cellular,35,1,success,yes
19,self-employed,divorced,unknown,65007,no,no,cellular,49,4,success,no
27,admin,single,tertiary,72554,no,yes,telephone,32,4,success,yes
72,services,divorced,secondary,27616,no,yes,cellular,38,4,failure,yes
62,services,married,secondary,28771,no,yes,cellular,36,2,nonexistent,yes
67,retired,divorced,primary,15812,no,no,cellular,32,1,success,yes
64,technician,married,unknown,52026,yes,yes,telephone,32,3,success,yes
29,student,divorced,secondary,13029,no,no,cellular,40,2,failure,yes
64,unemployed,single,secondary,67842,no,yes,telephone,36,2,failure,no
30,unemployed,married,unknown,11177,yes,no,cellular,34,2,nonexistent,no
67,unemployed,divorced,tertiary,67317,no,yes,cellular,10,3,nonexistent,yes
64,unemployed,single,secondary,24601,no,no,telephone,44,3,nonexistent,no
74,management,divorced,tertiary,16701,no,yes,cellular,33,2,failure,no
72,admin,single,secondary,4688,yes,yes,cellular,44,2,success,no
28,technician,divorced,primary,15390,no,yes,telephone,10,0,success,no
36,student,married,tertiary,97941,yes,no,cellular,44,3,failure,yes
52,student,married,secondary,88956,yes,yes,cellular,35,4,nonexistent,no
56,retired,married,unknown,35879,yes,yes,cellular,22,1,success,no
70,self-employed,married,unknown,87369,no,yes,cellular,23,1,success,yes
43,services,married,unknown,76221,yes,yes,telephone,7,1,failure,yes
63,services,divorced,secondary,30492,no,no,cellular,21,2,nonexistent,no
31,technician,divorced,tertiary,17671,no,no,cellular,1,3,success,no
71,management,divorced,primary,99165,yes,no,cellular,13,0,nonexistent,no
62,blue-collar,divorced,primary,47790,no,yes,telephone,9,0,failure,yes
61,entrepreneur,married,secondary,72220,yes,no,telephone,48,1,failure,no
41,technician,single,secondary,25574,yes,yes,cellular,47,4,nonexistent,yes
58,blue-collar,married,secondary,69261,no,yes,cellular,20,4,success,no
18,entrepreneur,divorced,tertiary,9849,no,yes,telephone,47,4,success,no
68,student,married,unknown,49327,no,no,cellular,47,4,success,yes
60,management,married,tertiary,94329,no,yes,cellular,10,0,nonexistent,yes
72,technician,married,tertiary,29171,no,no,cellular,26,0,nonexistent,no
39,unemployed,single,secondary,97789,yes,yes,cellular,47,3,success,no
40,student,married,primary,30651,no,no,telephone,44,0,failure,yes
73,blue-collar,married,tertiary,4581,no,no,telephone,1,3,failure,yes
71,technician,single,primary,62767,no,no,telephone,45,3,success,no
36,technician,married,secondary,51695,yes,yes,telephone,17,2,nonexistent,no
35,retired,married,tertiary,3221,yes,no,cellular,17,0,success,yes
29,admin,married,unknown,50900,yes,no,cellular,39,4,failure,no
72,student,married,unknown,89081,no,yes,telephone,43,1,failure,yes
45,technician,married,tertiary,79663,yes,no,telephone,12,3,failure,no
45,services,divorced,unknown,3032,yes,no,cellular,41,1,success,yes
50,services,married,tertiary,37194,no,no,cellular,15,4,success,no
36,admin,single,unknown,34777,no,yes,cellular,1,3,failure,no
45,technician,married,secondary,78631,no,no,cellular,32,3,failure,yes
69,unemployed,divorced,unknown,19707,yes,no,cellular,11,0,failure,no
66,admin,single,unknown,85363,yes,no,telephone,5,2,failure,no
54,admin,single,secondary,28620,yes,yes,cellular,18,1,nonexistent,yes
43,blue-collar,married,secondary,69843,no,no,cellular,18,4,success,yes
52,blue-collar,divorced,unknown,33896,no,no,telephone,23,2,nonexistent,yes
51,self-employed,married,primary,35069,yes,yes,cellular,7,2,failure,no
52,student,divorced,primary,69563,yes,no,cellular,46,0,failure,no
57,entrepreneur,divorced,tertiary,57539,yes,no,cellular,26,3,nonexistent,no
33,admin,married,unknown,80866,no,no,telephone,1,4,nonexistent,no
55,blue-collar,divorced,tertiary,57337,no,yes,cellular,28,2,nonexistent,yes
30,management,married,secondary,66976,yes,no,cellular,20,2,failure,no
40,self-employed,divorced,unknown,-455,no,yes,cellular,41,1,success,yes
71,technician,single,secondary,43612,no,no,cellular,48,4,success,yes
39,student,married,unknown,50659,no,no,telephone,23,4,nonexistent,yes
33,technician,divorced,unknown,29480,yes,yes,cellular,32,2,nonexistent,yes
45,self-employed,single,secondary,30797,yes,no,cellular,38,3,nonexistent,yes
65,retired,single,unknown,94480,no,no,cellular,39,4,failure,yes
52,services,single,unknown,26336,no,yes,cellular,18,4,nonexistent,no
62,student,single,tertiary,99983,yes,yes,telephone,33,1,failure,no
63,services,married,secondary,78300,yes,yes,telephone,25,1,success,yes
25,management,divorced,primary,55872,yes,no,cellular,32,1,failure,no
61,technician,single,primary,85067,yes,yes,cellular,48,3,nonexistent,yes
72,retired,divorced,unknown,63661,no,no,telephone,28,3,failure,no
72,management,divorced,tertiary,35676,yes,yes,telephone,13,4,failure,yes
39,entrepreneur,divorced,unknown,26432,yes,yes,cellular,19,3,failure,yes
38,technician,married,tertiary,4642,yes,yes,telephone,3,1,failure,no
43,self-employed,married,unknown,50410,yes,no,cellular,27,3,failure,no
57,retired,single,primary,39613,yes,no,telephone,17,4,failure,yes
38,student,divorced,secondary,95651,no,no,cellular,43,2,success,no
42,retired,married,tertiary,88061,no,yes,telephone,29,0,success,yes
58,technician,married,unknown,44416,no,no,cellular,49,3,success,no
18,blue-collar,married,unknown,49413,yes,no,cellular,44,2,nonexistent,yes
23,management,single,tertiary,38721,yes,yes,telephone,44,4,success,no
40,retired,married,tertiary,22866,no,no,telephone,48,2,nonexistent,yes
68,services,divorced,primary,74719,yes,yes,telephone,33,2,success,no
40,management,married,tertiary,58985,yes,yes,cellular,28,2,failure,no
60,services,married,unknown,94626,yes,no,telephone,20,1,failure,yes
60,retired,single,primary,74305,yes,yes,telephone,45,3,success,no
40,blue-collar,divorced,primary,8931,yes,no,cellular,34,2,success,no
49,management,married,secondary,16077,yes,yes,cellular,16,4,nonexistent,yes
47,self-employed,divorced,secondary,51796,no,no,telephone,39,0,nonexistent,no
30,management,divorced,secondary,23895,yes,no,cellular,2,0,nonexistent,no
60,student,married,tertiary,66357,no,no,telephone,28,0,failure,yes
35,retired,single,primary,50814,yes,yes,cellular,17,1,success,yes
40,entrepreneur,divorced,tertiary,95272,yes,no,cellular,48,3,nonexistent,no
32,technician,married,primary,78290,yes,yes,telephone,20,0,success,no
50,admin,divorced,unknown,46793,yes,no,telephone,18,1,success,yes
38,unemployed,divorced,tertiary,61848,no,no,cellular,28,4,success,no
74,entrepreneur,divorced,primary,79754,yes,yes,telephone,28,4,failure,no
56,services,married,secondary,42189,no,no,telephone,16,1,failure,yes
40,self-employed,divorced,secondary,52346,no,no,telephone,33,3,nonexistent,yes
44,self-employed,divorced,unknown,-605,no,yes,telephone,21,4,success,yes
62,unemployed,single,tertiary,50119,no,no,telephone,5,3,nonexistent,yes
61,blue-collar,married,primary,1961,yes,no,telephone,47,1,success,yes
35,student,married,secondary,33382,no,yes,cellular,45,4,success,yes
41,technician,divorced,primary,86790,yes,no,telephone,37,4,success,yes
68,entrepreneur,single,tertiary,15928,no,no,telephone,18,2,failure,no
64,admin,divorced,secondary,10093,no,yes,telephone,5,4,failure,yes
57,management,divorced,unknown,78238,no,yes,telephone,48,0,success,yes
68,unemployed,married,unknown,43457,yes,no,cellular,43,2,nonexistent,no
59,blue-collar,single,tertiary,89892,no,yes,cellular,11,1,nonexistent,yes
24,self-employed,divorced,tertiary,5986,yes,no,telephone,22,0,failure,yes
67,admin,married,primary,24726,no,yes,telephone,23,0,success,yes
65,self-employed,divorced,unknown,76196,no,no,cellular,26,3,failure,yes
37,retired,divorced,tertiary,51585,no,yes,telephone,27,2,nonexistent,no
44,unemployed,single,tertiary,70570,yes,no,telephone,3,3,nonexistent,yes
23,blue-collar,single,unknown,56400,yes,no,cellular,42,2,failure,no
44,management,single,primary,62619,yes,no,telephone,2,2,success,no
26,services,divorced,primary,11580,no,yes,telephone,17,0,failure,yes
70,blue-collar,single,unknown,81016,no,yes,cellular,3,4,failure,yes
62,technician,married,unknown,57225,no,no,telephone,3,3,failure,no
74,management,divorced,unknown,-796,no,yes,telephone,40,3,success,yes
48,entrepreneur,single,unknown,22331,yes,yes,cellular,16,0,success,yes
38,blue-collar,divorced,unknown,1583,no,yes,cellular,12,4,nonexistent,no
43,management,divorced,tertiary,79792,yes,yes,cellular,1,2,success,yes
57,entrepreneur,married,secondary,42099,yes,yes,telephone,4,2,success,no
65,blue-collar,married,unknown,5539,yes,yes,cellular,17,4,success,no
62,admin,married,secondary,42379,no,no,telephone,19,2,failure,yes
30,services,divorced,primary,54292,yes,no,telephone,4,3,nonexistent,no
66,admin,divorced,tertiary,98342,yes,yes,cellular,47,3,nonexistent,no
40,technician,married,secondary,85846,yes,yes,telephone,39,3,failure,yes
37,management,divorced,primary,6223,no,yes,telephone,20,0,nonexistent,no
54,entrepreneur,married,primary,73696,yes,no,cellular,49,2,failure,no
71,retired,married,primary,82894,yes,no,cellular,41,0,failure,no
70,blue-collar,single,unknown,29339,yes,yes,telephone,39,2,success,yes
45,retired,married,tertiary,62590,yes,no,telephone,4,3,success,yes
34,blue-collar,single,primary,9522,yes,no,telephone,17,3,success,yes
45,technician,married,unknown,99872,yes,no,telephone,15,4,nonexistent,yes
58,retired,divorced,secondary,91037,no,no,cellular,41,2,success,yes
19,entrepreneur,single,tertiary,26014,yes,no,telephone,28,1,nonexistent,no
42,student,divorced,secondary,42082,no,no,telephone,16,0,success,no
67,admin,divorced,secondary,71834,no,yes,telephone,6,3,success,no
58,entrepreneur,married,unknown,50945,no,no,cellular,28,4,nonexistent,yes
23,self-employed,married,secondary,63737,no,yes,cellular,32,4,nonexistent,no
28,unemployed,divorced,tertiary,71492,yes,yes,cellular,17,3,success,no
74,technician,married,secondary,5385,no,no,telephone,25,2,failure,yes
55,services,married,unknown,62552,yes,no,telephone,39,4,nonexistent,yes
23,blue-collar,married,primary,69543,yes,yes,telephone,17,2,nonexistent,yes
62,entrepreneur,divorced,unknown,32562,yes,no,telephone,46,4,success,yes
28,retired,single,primary,64944,no,yes,telephone,15,0,success,yes
31,unemployed,single,secondary,-1084,yes,yes,telephone,18,2,nonexistent,yes
19,student,divorced,primary,63226,yes,no,telephone,46,4,success,yes
57,self-employed,married,unknown,51583,no,no,telephone,20,3,failure,no
20,retired,married,unknown,71314,yes,no,cellular,23,1,nonexistent,no
72,admin,single,tertiary,69882,yes,yes,cellular,5,3,failure,no
70,student,divorced,tertiary,33934,yes,yes,cellular,39,2,nonexistent,no
52,unemployed,divorced,primary,14448,no,no,telephone,12,3,failure,yes
50,management,married,primary,51471,yes,no,cellular,17,3,success,yes
41,management,married,tertiary,34418,yes,no,cellular,30,1,success,no
36,unemployed,married,secondary,12715,yes,no,cellular,19,3,nonexistent,no
35,management,divorced,tertiary,32783,yes,yes,telephone,32,4,nonexistent,no
66,technician,single,secondary,23897,no,no,telephone,16,0,failure,yes
69,entrepreneur,divorced,primary,20698,no,yes,telephone,2,1,success,no
41,blue-collar,divorced,primary,39572,no,no,cellular,12,2,success,no
62,entrepreneur,divorced,unknown,6843,yes,yes,cellular,49,4,failure,yes
52,self-employed,single,unknown,29551,yes,yes,cellular,3,2,nonexistent,yes
18,entrepreneur,married,secondary,97691,yes,yes,cellular,8,1,failure,no
53,entrepreneur,married,secondary,25442,no,no,telephone,37,1,failure,no
42,admin,divorced,tertiary,24696,no,no,telephone,24,3,failure,no
62,blue-collar,divorced,secondary,85099,yes,no,cellular,49,1,failure,no
66,entrepreneur,single,primary,86518,yes,yes,telephone,25,2,nonexistent,no
60,blue-collar,single,primary,86399,yes,no,telephone,25,1,failure,yes
51,services,married,primary,2763,no,no,cellular,14,0,success,no
